Item Name,Game Name,Listed On,Acted On, Display Price, Price in Cents, Type, Market Name, App Id, Context Id, Asset Id, Instance Id, Class Id, Unowned Context Id, Unowned Id
"Sticker | Bolt Charge","Counter-Strike 2","7 Apr","7 Apr","0,66€","66","sale","Sticker | Bolt Charge","730","2","42735905164","519977179","6216348687","2","42735905164"
"MP9 | Multi-Terrain","Counter-Strike 2","6 Apr","6 Apr","0,09€","9","sale","MP9 | Multi-Terrain (Factory New)","730","2","43076376657","302028390","6918200294","2","43076376657"
"Recoil Case","Counter-Strike 2","6 Apr","6 Apr","0,21€","21","sale","Recoil Case","730","2","42625913169","302028390","4901046679","2","42625913169"
"Recoil Case","Counter-Strike 2","6 Apr","6 Apr","0,21€","21","sale","Recoil Case","730","2","42735787272","302028390","4901046679","2","42735787272"
"Recoil Case","Counter-Strike 2","6 Apr","6 Apr","0,21€","21","sale","Recoil Case","730","2","43076376656","302028390","4901046679","2","43076376656"
"Charm | Lil' SAS","Counter-Strike 2","22 Mar","22 Mar","0,80€","80","purchase","Charm | Lil' SAS","730","2","42591720481","6831796863","6216349484","2","42591720481"
"Enforcer | Phoenix","Counter-Strike 2","22 Mar","22 Mar","4,68€","468","purchase","Enforcer | Phoenix","730","2","27991361208","6277632462","3608084479","2","27991361208"
"StatTrak™ MP9 | Black Sand","Counter-Strike 2","16 Mar","16 Mar","0,16€","16","purchase","StatTrak™ MP9 | Black Sand (Well-Worn)","730","2","42042309510","6838054221","2735412418","2","42042309510"
"StatTrak™ M4A4 | Poly Mag","Counter-Strike 2","16 Mar","16 Mar","0,26€","26","purchase","StatTrak™ M4A4 | Poly Mag (Well-Worn)","730","2","41416700984","6838848546","4910476376","2","41416700984"
"Shattered Web Case","Counter-Strike 2","15 Mar","15 Mar","5,23€","523","purchase","Shattered Web Case","730","2","33928124796","519977179","3600645128","2","33928124796"
"Galil AR | Crimson Tsunami","Counter-Strike 2","15 Mar","15 Mar","3,97€","397","sale","Galil AR | Crimson Tsunami (Factory New)","730","2","42280670909","480085569","2220072418","2","42280670909"
"StatTrak™ USP-S | 27","Counter-Strike 2","11 Mar","12 Mar","1,55€","155","purchase","StatTrak™ USP-S | 27 (Field-Tested)","730","2","41213690411","6276333579","6216358553","2","41213690411"
"StatTrak™ Glock-18 | Off World","Counter-Strike 2","12 Mar","12 Mar","0,65€","65","purchase","StatTrak™ Glock-18 | Off World (Well-Worn)","730","2","42457508648","6823720775","2531861206","2","42457508648"
"Rebecha","Inscryption Trading Card","27 Feb","11 Mar","0,06€","6","purchase","1092790-Rebecha","753","6","29820472519","0","4596780287","6","33662513746"
"The Dredger","Inscryption Trading Card","11 Feb","11 Mar","0,07€","7","purchase","1092790-The Dredger","753","6","33448999585","0","4596780177","6","33519828339"
"StatTrak™ Music Kit | Denzel Curry, ULTIMATE","Counter-Strike 2","10 Mar","10 Mar","8,10€","810","purchase","StatTrak™ Music Kit | Denzel Curry, ULTIMATE","730","2","42327788042","6774961791","5199657849","2","42327788042"
"StatTrak™ AK-47 | Uncharted","Counter-Strike 2","10 Mar","10 Mar","3,79€","379","purchase","StatTrak™ AK-47 | Uncharted (Field-Tested)","730","2","41919283983","6800300973","3220798075","2","41919283983"
"Gallery Case","Counter-Strike 2","10 Mar","10 Mar","0,88€","88","purchase","Gallery Case","730","2","42064540283","519977179","6210138906","2","42064540283"
"Gallery Case","Counter-Strike 2","10 Mar","10 Mar","0,88€","88","purchase","Gallery Case","730","2","42323013936","6774960525","6210138906","2","42323013936"
"Gallery Case","Counter-Strike 2","10 Mar","10 Mar","0,88€","88","purchase","Gallery Case","730","2","42323014947","6774960525","6210138906","2","42323014947"
"StatTrak™ MAC-10 | Sakkaku","Counter-Strike 2","28 Feb","28 Feb","0,87€","87","purchase","StatTrak™ MAC-10 | Sakkaku (Battle-Scarred)","730","2","42092202905","6713056370","5199673888","2","42092202905"
"MAC-10 | Rangeen","Counter-Strike 2","28 Feb","28 Feb","0,65€","65","purchase","MAC-10 | Rangeen (Minimal Wear)","730","2","42280299187","6761471553","1309993549","2","42280299187"
"MAC-10 | Rangeen","Counter-Strike 2","28 Feb","28 Feb","0,65€","65","purchase","MAC-10 | Rangeen (Minimal Wear)","730","2","42280299749","6722186389","1309993549","2","42280299749"
"MAC-10 | Rangeen","Counter-Strike 2","28 Feb","28 Feb","0,65€","65","purchase","MAC-10 | Rangeen (Minimal Wear)","730","2","41442283910","188530139","1309993549","2","41442283910"
"MAC-10 | Rangeen","Counter-Strike 2","28 Feb","28 Feb","0,64€","64","purchase","MAC-10 | Rangeen (Minimal Wear)","730","2","40466380588","6276299509","1309993549","2","40466380588"
"PP-Bizon | Jungle Slipstream","Counter-Strike 2","28 Feb","28 Feb","0,60€","60","purchase","PP-Bizon | Jungle Slipstream (Factory New)","730","2","42270902723","6705789619","2220010056","2","42270902723"
"PP-Bizon | Jungle Slipstream","Counter-Strike 2","28 Feb","28 Feb","0,53€","53","purchase","PP-Bizon | Jungle Slipstream (Factory New)","730","2","11934061094","188530139","2220010056","2","11934061094"
"PP-Bizon | Jungle Slipstream","Counter-Strike 2","28 Feb","28 Feb","0,53€","53","purchase","PP-Bizon | Jungle Slipstream (Factory New)","730","2","42099533075","6722186389","2220010056","2","42099533075"
"PP-Bizon | Jungle Slipstream","Counter-Strike 2","28 Feb","28 Feb","0,53€","53","purchase","PP-Bizon | Jungle Slipstream (Factory New)","730","2","42099533083","6722186389","2220010056","2","42099533083"
"MAC-10 | Rangeen","Counter-Strike 2","28 Feb","28 Feb","0,61€","61","purchase","MAC-10 | Rangeen (Minimal Wear)","730","2","6594856131","188530139","1309993549","2","6594856131"
"MAC-10 | Rangeen","Counter-Strike 2","28 Feb","28 Feb","0,61€","61","purchase","MAC-10 | Rangeen (Minimal Wear)","730","2","42098194419","6722186389","1309993549","2","42098194419"
